zip	lat	lon	state	county	city
00501	40.81308	-73.04639	NY	Suffolk	Holtsville
00544	40.81322	-73.04929	NY	Suffolk	Holtsville
00601	18.18027	-66.75266	PR	Adjuntas	Adjuntas
00602	18.36075	-67.17541	PR	Aguada	Aguada
00603	18.45744	-67.12225	PR	Aguadilla	Aguadilla
00604	18.50529	-67.13590	PR	Aguadilla	Aguadilla
00605	18.43615	-67.15135	PR	Aguadilla	Aguadilla
00606	18.16585	-66.93716	PR	Maricao	Maricao
00610	18.29110	-67.12243	PR	Añasco	Anasco
00611	18.27698	-66.80688	PR	Utuado	Angeles
00612	18.41283	-66.70510	PR	Arecibo	Arecibo
00613	18.47274	-66.71928	PR	Arecibo	Arecibo
00614	18.45690	-66.73589	PR	Arecibo	Arecibo
00616	18.41878	-66.66790	PR	Arecibo	Bajadero
00617	18.44598	-66.56006	PR	Barceloneta	Barceloneta
00622	17.98892	-67.15660	PR	Cabo Rojo	Boqueron
00623	18.08429	-67.15336	PR	Cabo Rojo	Cabo Rojo
00624	18.05905	-66.71932	PR	Peñuelas	Penuelas
00627	18.41905	-66.86037	PR	Camuy	Camuy
00631	18.18520	-66.83169	PR	Lares	Castaner
00636	18.16354	-67.08014	PR	San Germán	Rosario
00637	18.08100	-66.94659	PR	Sabana Grande	Sabana Grande
00638	18.28462	-66.51370	PR	Ciales	Ciales
00641	18.26742	-66.70212	PR	Utuado	Utuado
00646	18.43251	-66.28429	PR	Dorado	Dorado
00647	17.96667	-66.94266	PR	Guánica	Ensenada
00650	18.34487	-66.58347	PR	Florida	Florida
00652	18.45614	-66.60194	PR	Arecibo	Garrochales
00653	17.99413	-66.90266	PR	Guánica	Guanica
00656	18.04186	-66.79123	PR	Guayanilla	Guayanilla
00659	18.41036	-66.79691	PR	Hatillo	Hatillo
00660	18.13412	-67.11399	PR	Hormigueros	Hormigueros
00662	18.46622	-67.01508	PR	Isabela	Isabela
00664	18.21064	-66.59066	PR	Jayuya	Jayuya
00667	18.01246	-67.04170	PR	Lajas	Lajas
00669	18.27019	-66.86727	PR	Lares	Lares
00670	18.23782	-66.98852	PR	Las Marías	Las Marias
00674	18.42229	-66.48910	PR	Manatí	Manati
00676	18.37897	-67.08098	PR	Moca	Moca
00677	18.33535	-67.23155	PR	Rincón	Rincon
00678	18.42949	-66.93016	PR	Quebradillas	Quebradillas
00680	18.16307	-67.36122	PR	Mayagüez	Mayaguez
00681	18.20431	-67.14469	PR	Mayagüez	Mayaguez
00682	18.22415	-67.15309	PR	Mayagüez	Mayaguez
00683	18.10926	-67.03803	PR	San Germán	San German
00685	18.33656	-66.97518	PR	San Sebastián	San Sebastian
00687	18.31707	-66.42029	PR	Morovis	Morovis
00688	18.38070	-66.62496	PR	Arecibo	Sabana Hoyos
00690	18.49363	-67.09734	PR	Aguadilla	San Antonio
00692	18.40905	-66.33768	PR	Vega Alta	Vega Alta
00693	18.42633	-66.39811	PR	Vega Baja	Vega Baja
00694	18.48327	-66.39269	PR	Vega Baja	Vega Baja
00698	18.07274	-66.85519	PR	Yauco	Yauco
00703	18.24739	-66.13143	PR	Aguas Buenas	Aguas Buenas
00704	17.97442	-66.22888	PR	Salinas	Aguirre
00705	18.12940	-66.26653	PR	Aibonito	Aibonito
00707	18.01752	-65.92127	PR	Maunabo	Maunabo
00714	17.99810	-66.05635	PR	Arroyo	Arroyo
00715	17.99738	-66.56104	PR	Ponce	Mercedita
00716	17.99942	-66.59868	PR	Ponce	Ponce
00717	18.00272	-66.61146	PR	Ponce	Ponce
00718	18.23145	-65.76067	PR	Naguabo	Naguabo
00719	18.28879	-66.25316	PR	Naranjito	Naranjito
00720	18.21559	-66.42421	PR	Orocovis	Orocovis
00721	18.37180	-65.77451	PR	Río Grande	Palmer
00723	18.03139	-66.01122	PR	Patillas	Patillas
00725	18.22052	-66.03962	PR	Caguas	Caguas
00726	18.23305	-66.03604	PR	Caguas	Caguas
00727	18.21142	-66.07374	PR	Caguas	Caguas
00728	18.00697	-66.65995	PR	Ponce	Ponce
00729	18.33524	-65.88677	PR	Canóvanas	Canovanas
00730	18.03256	-66.61384	PR	Ponce	Ponce
00731	18.09914	-66.63279	PR	Ponce	Ponce
00732	18.03611	-66.61143	PR	Ponce	Ponce
00733	18.02075	-66.62013	PR	Ponce	Ponce
00734	17.98672	-66.60898	PR	Ponce	Ponce
00735	18.25250	-65.67534	PR	Ceiba	Ceiba
00736	18.10736	-66.14994	PR	Cayey	Cayey
00737	18.11542	-66.16103	PR	Cayey	Cayey
00738	18.31793	-65.66793	PR	Fajardo	Fajardo
00739	18.17543	-66.16198	PR	Cidra	Cidra
00740	18.33251	-65.63419	PR	Fajardo	Puerto Real
00741	18.16569	-65.75506	PR	Humacao	Punta Santiago
00742	18.23894	-65.62743	PR	Ceiba	Roosevelt Roads
00744	18.21773	-65.79561	PR	Naguabo	Rio Blanco
00745	18.34660	-65.81382	PR	Río Grande	Rio Grande
00751	18.01205	-66.25871	PR	Salinas	Salinas
00754	18.14470	-65.97565	PR	San Lorenzo	San Lorenzo
00757	17.99330	-66.39056	PR	Santa Isabel	Santa Isabel
00765	18.12365	-65.43013	PR	Vieques	Vieques
00766	18.13039	-66.47570	PR	Villalba	Villalba
00767	18.07033	-65.89618	PR	Yabucoa	Yabucoa
00769	18.09459	-66.36070	PR	Coamo	Coamo
00771	18.18797	-65.86916	PR	Las Piedras	Las Piedras
00772	18.43048	-65.90377	PR	Loíza	Loiza
00773	18.34073	-65.72756	PR	Luquillo	Luquillo
00775	18.31387	-65.28618	PR	Culebra	Culebra
00777	18.22365	-65.90904	PR	Juncos	Juncos
00778	18.26319	-65.97938	PR	Gurabo	Gurabo
00780	18.09998	-66.57032	PR	Ponce	Coto Laurel
00782	18.22501	-66.22452	PR	Comerío	Comerio
00783	18.30348	-66.32851	PR	Corozal	Corozal
00784	18.00558	-66.13651	PR	Guayama	Guayama
00785	17.97890	-66.11023	PR	Guayama	Guayama
00786	18.13570	-66.22881	PR	Aibonito	La Plata
00791	18.14391	-65.81398	PR	Humacao	Humacao
00792	18.15130	-65.82193	PR	Humacao	Humacao
00794	18.19934	-66.31179	PR	Barranquitas	Barranquitas
00795	18.05128	-66.49485	PR	Juana Díaz	Juana Diaz
00801	18.35000	-64.93333	VI	St. Thomas	St Thomas
00802	18.34349	-64.92870	VI	St. Thomas	St Thomas
00803	18.35033	-64.93557	VI	St. Thomas	St Thomas
00804	18.34900	-64.93212	VI	St. Thomas	St Thomas
00805	18.35048	-64.93512	VI	St. Thomas	St Thomas
00820	17.73880	-64.70695	VI	St. Croix	Christiansted
00821	17.74607	-64.70655	VI	St. Croix	Christiansted
00822	17.74481	-64.70974	VI	St. Croix	Christiansted
00823	17.74423	-64.70827	VI	St. Croix	Christiansted
00824	17.74518	-64.70427	VI	St. Croix	Christiansted
00830	18.33857	-64.73802	VI	St. John	St John
00831	18.33347	-64.79296	VI	St. John	St John
00840	17.72649	-64.84717	VI	St. Croix	Frederiksted
00841	17.71509	-64.88339	VI	St. Croix	Frederiksted
00850	17.72763	-64.79122	VI	St. Croix	Kingshill
00851	17.74757	-64.78737	VI	St. Croix	Kingshill
00901	18.46478	-66.10277	PR	San Juan	San Juan
00902	18.44628	-66.09828	PR	San Juan	San Juan
00906	18.46446	-66.09499	PR	San Juan	San Juan
00907	18.45287	-66.08381	PR	San Juan	San Juan
00908	18.44416	-66.07947	PR	San Juan	San Juan
00909	18.44131	-66.06866	PR	San Juan	San Juan
00910	18.44297	-66.07152	PR	San Juan	San Juan
00911	18.45133	-66.05636	PR	San Juan	San Juan
00912	18.44503	-66.05995	PR	San Juan	San Juan
00913	18.45024	-66.04275	PR	San Juan	San Juan
00914	18.44829	-66.01671	PR	Carolina	San Juan
00915	18.43673	-66.04576	PR	San Juan	San Juan
00916	18.37652	-66.16272	PR	Bayamón	San Juan
00917	18.42080	-66.04989	PR	San Juan	San Juan
00918	18.42139	-66.06774	PR	San Juan	San Juan
00919	18.41100	-66.06491	PR	San Juan	San Juan
00920	18.41904	-66.09023	PR	San Juan	San Juan
00921	18.39206	-66.08710	PR	San Juan	San Juan
00922	18.40998	-66.09255	PR	San Juan	San Juan
00923	18.41146	-66.03715	PR	San Juan	San Juan
00924	18.39987	-66.01344	PR	San Juan	San Juan
00925	18.40028	-66.05058	PR	San Juan	San Juan
00926	18.34691	-66.05434	PR	San Juan	San Juan
00927	18.38884	-66.07149	PR	San Juan	San Juan
00928	18.39317	-66.06174	PR	San Juan	San Juan
00929	18.40199	-66.02323	PR	San Juan	San Juan
00930	18.40533	-66.06238	PR	San Juan	San Juan
00931	18.40983	-66.06296	PR	San Juan	San Juan
00933	18.47020	-66.10791	PR	San Juan	San Juan
00934	18.41372	-66.11998	PR	Guaynabo	Fort Buchanan
00935	18.41048	-66.06561	PR	San Juan	San Juan
00936	18.38521	-66.06312	PR	San Juan	San Juan
00937	18.41086	-66.06383	PR	San Juan	San Juan
00939	18.40829	-66.06467	PR	San Juan	San Juan
00940	18.41089	-66.06508	PR	San Juan	San Juan
00949	18.43166	-66.21349	PR	Toa Baja	Toa Baja
00950	18.46201	-66.23917	PR	Dorado	Toa Baja
00951	18.43175	-66.25628	PR	Toa Baja	Toa Baja
00952	18.42874	-66.18897	PR	Toa Baja	Sabana Seca
00953	18.36319	-66.24764	PR	Toa Alta	Toa Alta
00954	18.39002	-66.24617	PR	Toa Alta	Toa Alta
00955	18.40930	-66.06465	PR	San Juan	San Juan
00956	18.32121	-66.17185	PR	Bayamón	Bayamon
00957	18.36696	-66.18857	PR	Bayamón	Bayamon
00958	18.17722	-66.11617	PR	Cidra	Bayamon
00959	18.38520	-66.15583	PR	Bayamón	Bayamon
00960	18.41674	-66.14365	PR	Bayamón	Bayamon
00961	18.40987	-66.16415	PR	Bayamón	Bayamon
00962	18.43514	-66.13949	PR	Cataño	Catano
00963	18.44624	-66.14022	PR	Cataño	Catano
00965	18.42853	-66.11175	PR	Guaynabo	Guaynabo
00966	18.39784	-66.11394	PR	Guaynabo	Guaynabo
00968	18.40609	-66.10123	PR	Guaynabo	Guaynabo
00969	18.36696	-66.11000	PR	Guaynabo	Guaynabo
00970	18.38515	-66.11568	PR	Guaynabo	Guaynabo
00971	18.32067	-66.11751	PR	Guaynabo	Guaynabo
00975	18.41044	-66.06559	PR	San Juan	San Juan
00976	18.33903	-65.99286	PR	Trujillo Alto	Trujillo Alto
00977	18.36282	-66.01727	PR	Trujillo Alto	Trujillo Alto
00978	18.37023	-66.01009	PR	Trujillo Alto	Saint Just
00979	18.43734	-66.00890	PR	Carolina	Carolina
00981	18.40646	-65.97864	PR	Carolina	Carolina
00982	18.40961	-65.99143	PR	Carolina	Carolina
00983	18.41788	-65.98104	PR	Carolina	Carolina
00984	18.40890	-65.98186	PR	Carolina	Carolina
00985	18.40628	-65.94767	PR	Carolina	Carolina
00986	18.40886	-65.98119	PR	Carolina	Carolina
00987	18.34115	-65.94257	PR	Carolina	Carolina
00988	18.40665	-65.98031	PR	Carolina	Carolina
01001	42.06262	-72.62521	MA	Hampden	Agawam
01002	42.37633	-72.46462	MA	Hampshire	Amherst
01003	42.39135	-72.52327	MA	Hampshire	Amherst
01004	42.38394	-72.51183	MA	Hampshire	Amherst
01005	42.42117	-72.10655	MA	Worcester	Barre
01007	42.28163	-72.40009	MA	Hampshire	Belchertown
01008	42.18234	-72.95819	MA	Hampden	Blandford
01009	42.21133	-72.34189	MA	Hampden	Bondsville
01010	42.12904	-72.20597	MA	Hampden	Brimfield
01011	42.30233	-72.96448	MA	Hampden	Chester
01012	42.38495	-72.84675	MA	Hampshire	Chesterfield
01013	42.16059	-72.60788	MA	Hampden	Chicopee
01014	42.17481	-72.57229	MA	Hampden	Chicopee
01020	42.17618	-72.56538	MA	Hampden	Chicopee
01021	42.17796	-72.57284	MA	Hampden	Chicopee
01022	42.19721	-72.54249	MA	Hampden	Chicopee
01026	42.46858	-72.92296	MA	Hampshire	Cummington
01027	42.29506	-72.74303	MA	Hampshire	Easthampton
01028	42.05967	-72.49899	MA	Hampden	East Longmeadow
01029	42.19402	-73.05067	MA	Berkshire	East Otis
01030	42.06869	-72.67967	MA	Hampden	Feeding Hills
01031	42.32782	-72.19191	MA	Worcester	Gilbertville
01032	42.45313	-72.81965	MA	Hampshire	Goshen
01033	42.26082	-72.50361	MA	Hampshire	Granby
01034	42.08260	-72.95611	MA	Hampden	Granville
01035	42.35563	-72.56920	MA	Hampshire	Hadley
01036	42.06380	-72.41570	MA	Hampden	Hampden
01037	42.37063	-72.19466	MA	Worcester	Hardwick
01038	42.38466	-72.60559	MA	Hampshire	Hatfield
01039	42.41049	-72.69188	MA	Hampshire	Haydenville
01040	42.21251	-72.64109	MA	Hampden	Holyoke
01041	42.20746	-72.61142	MA	Hampden	Holyoke
01050	42.29092	-72.87526	MA	Hampshire	Huntington
01053	42.35205	-72.71032	MA	Hampshire	Leeds
01054	42.47381	-72.48768	MA	Franklin	Leverett
01056	42.19211	-72.45805	MA	Hampden	Ludlow
01057	42.09118	-72.32392	MA	Hampden	Monson
01059	42.41329	-72.53051	MA	Hampshire	North Amherst
01060	42.32218	-72.63126	MA	Hampshire	Northampton
01061	42.32334	-72.69035	MA	Hampshire	Northampton
01062	42.32146	-72.69244	MA	Hampshire	Florence
01063	42.31962	-72.63951	MA	Hampshire	Northampton
01066	42.40742	-72.64032	MA	Hampshire	North Hatfield
01068	42.35125	-72.04776	MA	Worcester	Oakham
01069	42.18798	-72.30578	MA	Hampden	Palmer
01070	42.51958	-72.92504	MA	Hampshire	Plainfield
01071	42.16029	-72.85980	MA	Hampden	Russell
01072	42.46327	-72.41893	MA	Franklin	Shutesbury
01073	42.23084	-72.73856	MA	Hampshire	Southampton
01074	42.38370	-72.10021	MA	Worcester	South Barre
01075	42.25672	-72.57928	MA	Hampshire	South Hadley
01077	42.05441	-72.77851	MA	Hampden	Southwick
01079	42.18508	-72.33406	MA	Hampden	Thorndike
01080	42.18228	-72.36515	MA	Hampden	Three Rivers
01081	42.06232	-72.23085	MA	Hampden	Wales
01082	42.29816	-72.27676	MA	Hampshire	Ware
01083	42.20652	-72.19906	MA	Worcester	Warren
01084	42.38589	-72.88165	MA	Hampshire	West Chesterfield
01085	42.15375	-72.76961	MA	Hampden	Westfield
01086	42.14018	-72.75607	MA	Hampden	Westfield
01088	42.38981	-72.64650	MA	Hampshire	West Hatfield
01089	42.12532	-72.65025	MA	Hampden	West Springfield
01090	42.12128	-72.65486	MA	Hampden	West Springfield
01092	42.20008	-72.23715	MA	Worcester	West Warren
01093	42.44335	-72.65099	MA	Franklin	Whately
01094	42.36481	-72.13548	MA	Worcester	Wheelwright
01095	42.12763	-72.42994	MA	Hampden	Wilbraham
01096	42.40968	-72.77213	MA	Hampshire	Williamsburg
01097	42.17722	-72.83175	MA	Hampden	Woronoco
01098	42.39551	-72.94315	MA	Hampshire	Worthington
01101	42.09992	-72.58958	MA	Hampden	Springfield
01102	42.11605	-72.53858	MA	Hampden	Springfield
01103	42.10443	-72.58997	MA	Hampden	Springfield
01104	42.13326	-72.56733	MA	Hampden	Springfield
01105	42.09911	-72.57865	MA	Hampden	Springfield
01106	42.04877	-72.57163	MA	Hampden	Longmeadow
01107	42.12116	-72.60642	MA	Hampden	Springfield
01108	42.08140	-72.55866	MA	Hampden	Springfield
01109	42.11839	-72.54876	MA	Hampden	Springfield
01111	42.11798	-72.54790	MA	Hampden	Springfield
01115	42.10403	-72.59179	MA	Hampden	Springfield
01116	42.06444	-72.51306	MA	Hampden	Longmeadow
01118	42.09476	-72.52530	MA	Hampden	Springfield
01119	42.12452	-72.51126	MA	Hampden	Springfield
01128	42.09497	-72.48806	MA	Hampden	Springfield
01129	42.12110	-72.48770	MA	Hampden	Springfield
01138	42.08860	-72.56103	MA	Hampden	Springfield
01139	42.11632	-72.54693	MA	Hampden	Springfield
01144	42.10189	-72.59091	MA	Hampden	Springfield
01151	42.15294	-72.50883	MA	Hampden	Indian Orchard
01152	42.15279	-72.51126	MA	Hampden	Springfield
01199	42.11915	-72.60341	MA	Hampden	Springfield
01201	42.45614	-73.28114	MA	Berkshire	Pittsfield
01202	42.45789	-73.32205	MA	Berkshire	Pittsfield
01203	42.45319	-73.26278	MA	Berkshire	Pittsfield
01220	42.62686	-73.11873	MA	Berkshire	Adams
01222	42.06242	-73.32146	MA	Berkshire	Ashley Falls
01223	42.31118	-73.09835	MA	Berkshire	Becket
01224	42.50622	-73.19841	MA	Berkshire	Berkshire
01225	42.56385	-73.15120	MA	Berkshire	Cheshire
01226	42.47954	-73.15329	MA	Berkshire	Dalton
01227	42.47240	-73.16202	MA	Berkshire	Dalton
01229	42.29411	-73.35227	MA	Berkshire	Glendale
01230	42.18197	-73.34244	MA	Berkshire	Great Barrington
01235	42.43181	-73.07336	MA	Berkshire	Hinsdale
01236	42.26923	-73.37999	MA	Berkshire	Housatonic
01237	42.55290	-73.25373	MA	Berkshire	Lanesborough
01238	42.30072	-73.22553	MA	Berkshire	Lee
01240	42.37567	-73.26466	MA	Berkshire	Lenox
01242	42.33340	-73.24967	MA	Berkshire	Lenox Dale
01243	42.34752	-73.03467	MA	Hampshire	Middlefield
01244	42.10924	-73.27475	MA	Berkshire	Mill River
01245	42.19043	-73.21579	MA	Berkshire	Monterey
01247	42.69813	-73.09264	MA	Berkshire	North Adams
01252	42.19670	-73.43628	MA	Berkshire	North Egremont
01253	42.20751	-73.11180	MA	Berkshire	Otis
01254	42.37972	-73.36608	MA	Berkshire	Richmond
01255	42.10680	-73.12213	MA	Berkshire	Sandisfield
01256	42.59627	-73.01958	MA	Berkshire	Savoy
01257	42.09760	-73.37241	MA	Berkshire	Sheffield
01258	42.09396	-73.46616	MA	Berkshire	South Egremont
01259	42.07316	-73.23282	MA	Berkshire	Southfield
01260	42.26663	-73.27120	MA	Berkshire	South Lee
01262	42.30433	-73.32013	MA	Berkshire	Stockbridge
01263	42.28901	-73.31953	MA	Berkshire	Stockbridge
01264	42.23997	-73.19686	MA	Berkshire	Tyringham
01266	42.30264	-73.39846	MA	Berkshire	West Stockbridge
01267	42.66593	-73.24209	MA	Berkshire	Williamstown
01270	42.51297	-73.04859	MA	Berkshire	Windsor
01301	42.62375	-72.60379	MA	Franklin	Greenfield
01302	42.65202	-72.60965	MA	Franklin	Greenfield
01330	42.51772	-72.81556	MA	Franklin	Ashfield
01331	42.56793	-72.18324	MA	Worcester	Athol
01337	42.69512	-72.57731	MA	Franklin	Bernardston
01338	42.58140	-72.80309	MA	Franklin	Buckland
01339	42.61099	-72.88846	MA	Franklin	Charlemont
01340	42.68805	-72.73205	MA	Franklin	Colrain
01341	42.50734	-72.70221	MA	Franklin	Conway
01342	42.54384	-72.60580	MA	Franklin	Deerfield
01343	42.66766	-72.98822	MA	Berkshire	Drury
01344	42.60756	-72.42916	MA	Franklin	Erving
01346	42.67060	-72.81323	MA	Franklin	Heath
01347	42.56027	-72.51321	MA	Franklin	Lake Pleasant
01349	42.56656	-72.47045	MA	Franklin	Millers Falls
01350	42.72259	-72.98291	MA	Franklin	Monroe Bridge
01351	42.54162	-72.52069	MA	Franklin	Montague
01354	42.63282	-72.51136	MA	Franklin	Gill
01355	42.45101	-72.33141	MA	Franklin	New Salem
01360	42.67575	-72.44600	MA	Franklin	Northfield
01364	42.60449	-72.29263	MA	Franklin	Orange
01366	42.48858	-72.18564	MA	Worcester	Petersham
01367	42.69674	-72.91387	MA	Franklin	Rowe
01368	42.67815	-72.18557	MA	Worcester	Royalston
01370	42.59607	-72.72915	MA	Franklin	Shelburne Falls
01373	42.47292	-72.61516	MA	Franklin	South Deerfield
01375	42.46475	-72.55489	MA	Franklin	Sunderland
01376	42.59273	-72.54591	MA	Franklin	Turners Falls
01378	42.67711	-72.34057	MA	Franklin	Warwick
01379	42.54149	-72.39890	MA	Franklin	Wendell
01380	42.58675	-72.40264	MA	Franklin	Wendell Depot
01420	42.58559	-71.81693	MA	Worcester	Fitchburg
01430	42.66069	-71.92320	MA	Worcester	Ashburnham
01431	42.67652	-71.82322	MA	Middlesex	Ashby
01432	42.56351	-71.57059	MA	Middlesex	Ayer
01434	42.53149	-71.61663	MA	Worcester	Devens
01436	42.60579	-72.08958	MA	Worcester	Baldwinville
01438	42.56028	-72.03583	MA	Worcester	East Templeton
01440	42.58797	-71.98649	MA	Worcester	Gardner
01441	42.57362	-71.99464	MA	Worcester	Westminster
01450	42.61368	-71.56139	MA	Middlesex	Groton
01451	42.50005	-71.57754	MA	Worcester	Harvard
01452	42.48378	-72.00514	MA	Worcester	Hubbardston
01453	42.51961	-71.76583	MA	Worcester	Leominster
01460	42.53503	-71.48910	MA	Middlesex	Littleton
01462	42.58994	-71.72036	MA	Worcester	Lunenburg
01463	42.67126	-71.60429	MA	Middlesex	Pepperell
01464	42.57411	-71.64750	MA	Middlesex	Shirley
01467	42.48365	-71.62161	MA	Worcester	Still River
01468	42.55324	-72.06879	MA	Worcester	Templeton
01469	42.66514	-71.69161	MA	Middlesex	Townsend
01470	42.60825	-71.57189	MA	Middlesex	Groton
01471	42.60785	-71.57233	MA	Middlesex	Groton
01472	42.60663	-71.62914	MA	Middlesex	West Groton
01473	42.55122	-71.90266	MA	Worcester	Westminster
01474	42.67088	-71.75080	MA	Middlesex	West Townsend
01475	42.66675	-72.04902	MA	Worcester	Winchendon
01501	42.19689	-71.84549	MA	Worcester	Auburn
01503	42.38378	-71.63552	MA	Worcester	Berlin
01504	42.03990	-71.53125	MA	Worcester	Blackstone
01505	42.35633	-71.72123	MA	Worcester	Boylston
01506	42.19364	-72.10441	MA	Worcester	Brookfield
01507	42.13509	-71.96803	MA	Worcester	Charlton
01508	42.15139	-71.98960	MA	Worcester	Charlton City
01509	42.17300	-71.97562	MA	Worcester	Charlton Depot
01510	42.41190	-71.68883	MA	Worcester	Clinton
01515	42.20328	-72.04669	MA	Worcester	East Brookfield
01516	42.05280	-71.75106	MA	Worcester	Douglas
01518	42.11342	-72.11632	MA	Worcester	Fiskdale
01519	42.20077	-71.67892	MA	Worcester	Grafton
01520	42.33685	-71.85181	MA	Worcester	Holden
01521	42.06012	-72.16592	MA	Hampden	Holland
01522	42.38142	-71.87111	MA	Worcester	Jefferson
01523	42.48176	-71.68079	MA	Worcester	Lancaster
01524	42.24919	-71.91989	MA	Worcester	Leicester
01525	42.09899	-71.64296	MA	Worcester	Linwood
01526	42.08955	-71.74667	MA	Worcester	Manchaug
01527	42.19228	-71.77397	MA	Worcester	Millbury
01529	42.03906	-71.57767	MA	Worcester	Millville
01531	42.31929	-72.12794	MA	Worcester	New Braintree
01532	42.32314	-71.64621	MA	Worcester	Northborough
01534	42.13991	-71.64433	MA	Worcester	Northbridge
01535	42.26950	-72.07794	MA	Worcester	North Brookfield
01536	42.23189	-71.69219	MA	Worcester	North Grafton
01537	42.16177	-71.89217	MA	Worcester	North Oxford
01538	42.09026	-71.63989	MA	Worcester	North Uxbridge
01540	42.11649	-71.85819	MA	Worcester	Oxford
01541	42.45649	-71.88128	MA	Worcester	Princeton
01542	42.20241	-71.90995	MA	Worcester	Rochdale
01543	42.38482	-71.96726	MA	Worcester	Rutland
01545	42.28419	-71.71558	MA	Worcester	Shrewsbury
01546	42.29182	-71.74599	MA	Worcester	Shrewsbury
01550	42.06039	-72.03377	MA	Worcester	Southbridge
01560	42.17496	-71.67762	MA	Worcester	South Grafton
01561	42.44581	-71.68845	MA	Worcester	South Lancaster
01562	42.24715	-71.99189	MA	Worcester	Spencer
01564	42.44124	-71.77297	MA	Worcester	Sterling
01566	42.10470	-72.07745	MA	Worcester	Sturbridge
01568	42.17694	-71.60516	MA	Worcester	Upton
01569	42.05895	-71.63741	MA	Worcester	Uxbridge
01570	42.05206	-71.84850	MA	Worcester	Webster
01571	42.05501	-71.93519	MA	Worcester	Dudley
01581	42.26815	-71.61402	MA	Worcester	Westborough
01583	42.37034	-71.78502	MA	Worcester	West Boylston
01585	42.23762	-72.16311	MA	Worcester	West Brookfield
01586	42.12631	-71.64613	MA	Worcester	West Millbury
01588	42.11837	-71.66836	MA	Worcester	Whitinsville
01590	42.13387	-71.75179	MA	Worcester	Sutton
01601	42.27110	-71.80974	MA	Worcester	Worcester
01602	42.27219	-71.84946	MA	Worcester	Worcester
01603	42.24373	-71.84429	MA	Worcester	Worcester
01604	42.25085	-71.76830	MA	Worcester	Worcester
01605	42.28979	-71.78802	MA	Worcester	Worcester
01606	42.31367	-71.79614	MA	Worcester	Worcester
01607	42.22684	-71.79037	MA	Worcester	Worcester
01608	42.26210	-71.80145	MA	Worcester	Worcester
01609	42.28592	-71.82853	MA	Worcester	Worcester
01610	42.24645	-71.80968	MA	Worcester	Worcester
01611	42.23945	-71.87702	MA	Worcester	Cherry Valley
01612	42.31037	-71.93095	MA	Worcester	Paxton
01613	42.26574	-71.79653	MA	Worcester	Worcester
01614	42.26092	-71.79949	MA	Worcester	Worcester
01615	42.27022	-71.80933	MA	Worcester	Worcester
01653	42.29270	-71.77904	MA	Worcester	Worcester
01655	42.27687	-71.76122	MA	Worcester	Worcester
01701	42.32195	-71.43796	MA	Middlesex	Framingham
01702	42.28242	-71.43428	MA	Middlesex	Framingham
01703	42.32301	-71.44179	MA	Middlesex	Framingham
01704	42.31823	-71.44266	MA	Middlesex	Framingham
01705	42.32025	-71.43949	MA	Middlesex	Framingham
01718	42.52165	-71.42983	MA	Middlesex	Acton
01719	42.48837	-71.51779	MA	Middlesex	Boxborough
01720	42.48397	-71.43809	MA	Middlesex	Acton
01721	42.25726	-71.46867	MA	Middlesex	Ashland
01730	42.49950	-71.27799	MA	Middlesex	Bedford
01731	42.46422	-71.28202	MA	Middlesex	Hanscom Afb
01740	42.43616	-71.60728	MA	Worcester	Bolton
01741	42.53001	-71.35128	MA	Middlesex	Carlisle
01742	42.46221	-71.36504	MA	Middlesex	Concord
01745	42.29155	-71.50101	MA	Worcester	Fayville
01746	42.19775	-71.44499	MA	Middlesex	Holliston
01747	42.12477	-71.53500	MA	Worcester	Hopedale
01748	42.22550	-71.53781	MA	Middlesex	Hopkinton
01749	42.38868	-71.54648	MA	Middlesex	Hudson
01752	42.34940	-71.54681	MA	Middlesex	Marlborough
01754	42.42640	-71.45607	MA	Middlesex	Maynard
01756	42.09301	-71.55146	MA	Worcester	Mendon
01757	42.15723	-71.51978	MA	Worcester	Milford
01760	42.28436	-71.34966	MA	Middlesex	Natick
01770	42.23416	-71.37532	MA	Middlesex	Sherborn
01772	42.30144	-71.53040	MA	Worcester	Southborough
01773	42.42572	-71.31013	MA	Middlesex	Lincoln
01775	42.42983	-71.51146	MA	Middlesex	Stow
01776	42.38456	-71.42316	MA	Middlesex	Sudbury
01778	42.35830	-71.35895	MA	Middlesex	Wayland
01784	42.23233	-71.55963	MA	Middlesex	Woodville
01801	42.48694	-71.15415	MA	Middlesex	Woburn
01803	42.50280	-71.20147	MA	Middlesex	Burlington
01805	42.50635	-71.19824	MA	Middlesex	Burlington
01810	42.64669	-71.16517	MA	Essex	Andover
01812	42.64859	-71.18254	MA	Essex	Andover
01813	42.50824	-71.12340	MA	Middlesex	Woburn
01815	42.50588	-71.12715	MA	Middlesex	Woburn
01821	42.54999	-71.25206	MA	Middlesex	Billerica
01822	42.54127	-71.26288	MA	Middlesex	Billerica
01824	42.59156	-71.35553	MA	Middlesex	Chelmsford
01826	42.68323	-71.30063	MA	Middlesex	Dracut
01827	42.67643	-71.50052	MA	Middlesex	Dunstable
01830	42.79590	-71.05323	MA	Essex	Haverhill
01831	42.78576	-71.08467	MA	Essex	Haverhill
01832	42.79099	-71.13133	MA	Essex	Haverhill
01833	42.72409	-70.98210	MA	Essex	Georgetown
01834	42.75198	-71.01486	MA	Essex	Groveland
